,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
1,16 BEDOK SOUTH ROAD MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD ) SINGAPORE 460016,16,MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD ),1.320552219,103.9355392,103.9355392,460016,BEDOK SOUTH ROAD,MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD ),39376.14838,33645.70604,Blk 16 Bedok South Road
0,75 LORONG 5 TOA PAYOH HAWKER CENTRE (BLK 75 TOA PAYOH LORONG 5) SINGAPORE 310075,75,HAWKER CENTRE (BLK 75 TOA PAYOH LORONG 5),1.33598913,103.8529929,103.8529929,310075,LORONG 5 TOA PAYOH,HAWKER CENTRE (BLK 75 TOA PAYOH LORONG 5),30189.54802,35352.41536,Blk 75 Toa Payoh Lorong 5
0,13 HAIG ROAD MARKET & HAWKER CENTRE (BLKS 13/14 HAIG ROAD) SINGAPORE 430013,13,MARKET & HAWKER CENTRE (BLKS 13/14 HAIG ROAD),1.31514205,103.89560949999999,103.89560949999999,430013,HAIG ROAD,MARKET & HAWKER CENTRE (BLKS 13/14 HAIG ROAD),34932.38549,33047.32991,Blks 13/14 Haig Road
0,216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216,216,MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1),1.327044507,103.93328699999999,103.93328699999999,460216,BEDOK NORTH STREET 1,MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1),39125.47462,34363.58079,Blk 216 Bedok North Street 1
0,41A CAMBRIDGE ROAD PEK KIO MARKET & FOOD CENTRE SINGAPORE 211041,41A,PEK KIO MARKET & FOOD CENTRE,1.316159985,103.85022509999999,103.85022509999999,211041,CAMBRIDGE ROAD,PEK KIO MARKET & FOOD CENTRE,29881.53512,33159.80792,Pek Kio Market & Food Centre
0,17 OLD AIRPORT ROAD KALLANG ESTATE FRESH MARKET AND FOOD CENTRE SINGAPORE 397972,17,KALLANG ESTATE FRESH MARKET AND FOOD CENTRE,1.3073961729999999,103.8841302,103.8841302,397972,OLD AIRPORT ROAD,KALLANG ESTATE FRESH MARKET AND FOOD CENTRE,33654.859919999995,32190.80142,Kallang Estate Market
0,1 BEDOK ROAD BEDOK FOOD CENTRE SINGAPORE 469572,1,BEDOK FOOD CENTRE,1.320354084,103.9554719,103.9554719,469572,BEDOK ROAD,BEDOK FOOD CENTRE,41594.46632,33623.89723,Bedok Food Centre
0,500 CLEMENCEAU AVENUE NORTH NEWTON FOOD CENTRE SINGAPORE 229495,500,NEWTON FOOD CENTRE,1.312185867,103.8394125,103.8394125,229495,CLEMENCEAU AVENUE NORTH,NEWTON FOOD CENTRE,28678.19495,32720.364830000002,Newton Food Centre
0,353 CLEMENTI AVENUE 2 MARKET & HAWKER CENTRE (BLK 353 CLEMENTI AVE 2) SINGAPORE 120353,353,MARKET & HAWKER CENTRE (BLK 353 CLEMENTI AVE 2),1.31437918,103.7709196,103.7709196,120353,CLEMENTI AVENUE 2,MARKET & HAWKER CENTRE (BLK 353 CLEMENTI AVE 2),21055.58714,32962.976010000006,Blk 353 Clementi Ave 2
0,335 SMITH STREET CHINATOWN COMPLEX MARKET SINGAPORE 050335,335,CHINATOWN COMPLEX MARKET,1.282235211,103.84317759999999,103.84317759999999,050335,SMITH STREET,CHINATOWN COMPLEX MARKET,29097.23273,29408.576989999998,Chinatown Market
0,6 TANJONG PAGAR PLAZA MARKET & HAWKER CENTRE (BLK 6 TANJONG PAGAR PLAZA) SINGAPORE 081006,6,MARKET & HAWKER CENTRE (BLK 6 TANJONG PAGAR PLAZA),1.276614648,103.84316700000001,103.84316700000001,081006,TANJONG PAGAR PLAZA,MARKET & HAWKER CENTRE (BLK 6 TANJONG PAGAR PLAZA),29096.053460000003,28787.08408,Blk 6 Tanjong Pagar Plaza
0,93 LORONG 4 TOA PAYOH MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4) SINGAPORE 310093,93,MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4),1.338417345,103.849485,103.849485,310093,LORONG 4 TOA PAYOH,MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4),29799.14633,35620.91214,Blk 93 Toa Payoh Lorong 4
0,531A UPPER CROSS STREET HONG LIM FOOD CENTRE AND MARKET SINGAPORE 051531,531A,HONG LIM FOOD CENTRE AND MARKET,1.2853237929999999,103.8457767,103.8457767,051531,UPPER CROSS STREET,HONG LIM FOOD CENTRE AND MARKET,29386.489019999997,29750.09767,Market Street Food Centre
1,511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511,511,KAKI BUKIT 511 MARKET AND FOOD CENTRE,1.333307375,103.9306985,103.9306985,460511,BEDOK NORTH STREET 3,KAKI BUKIT 511 MARKET AND FOOD CENTRE,38837.37015,35056.0862,Market Street Food Centre
2,270 QUEEN STREET ALBERT CENTRE MARKET & FOOD CENTRE SINGAPORE 180270,270,ALBERT CENTRE MARKET & FOOD CENTRE,1.301001496,103.85421170000001,103.85421170000001,180270,QUEEN STREET,ALBERT CENTRE MARKET & FOOD CENTRE,30325.21052,31483.663439999997,Market Street Food Centre
3,254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254,254,YUHUA VILLAGE MARKET AND FOOD CENTRE,1.3435162569999999,103.737851,103.737851,600254,JURONG EAST STREET 24,YUHUA VILLAGE MARKET AND FOOD CENTRE,17375.49992,36184.92545,Market Street Food Centre
4,209 HOUGANG STREET 21 KOVAN HOUGANG MARKET AND FOOD CENTRE SINGAPORE 530209,209,KOVAN HOUGANG MARKET AND FOOD CENTRE,1.3590972669999999,103.8860623,103.8860623,530209,HOUGANG STREET 21,KOVAN HOUGANG MARKET AND FOOD CENTRE,33869.75879,37907.65041,Market Street Food Centre
5,137 TAMPINES STREET 11 TAMPINES ROUND MARKET AND FOOD CENTRE SINGAPORE 521137,137,TAMPINES ROUND MARKET AND FOOD CENTRE,1.3457861119999999,103.94458890000001,103.94458890000001,521137,TAMPINES STREET 11,TAMPINES ROUND MARKET AND FOOD CENTRE,40383.16783,36435.98911,Market Street Food Centre
0,4A EUNOS CRESCENT MARKET & HAWKER CENTRE (BLK 4A EUNOS CRESCENT) SINGAPORE 402004,4A,MARKET & HAWKER CENTRE (BLK 4A EUNOS CRESCENT),1.320340624,103.9043312,103.9043312,402004,EUNOS CRESCENT,MARKET & HAWKER CENTRE (BLK 4A EUNOS CRESCENT),35903.00488,33622.18793,Blk 4A Eunos Crescent
0,11 TELOK BLANGAH CRESCENT MARKET & HAWKER CENTRE (BLK 11 TELOK BLANGAH CRESCENT) SINGAPORE 090011,11,MARKET & HAWKER CENTRE (BLK 11 TELOK BLANGAH CRESCENT),1.277366898,103.8186417,103.8186417,090011,TELOK BLANGAH CRESCENT,MARKET & HAWKER CENTRE (BLK 11 TELOK BLANGAH CRESCENT),26366.58076,28870.26662,Blk 11 Telok Blangah Crescent
0,166 JALAN BESAR BERSEH FOOD CENTRE SINGAPORE 208877,166,BERSEH FOOD CENTRE,1.307336537,103.856854,103.856854,208877,JALAN BESAR,BERSEH FOOD CENTRE,30619.27215,32184.162289999997,Berseh Food Centre
0,724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724,724,MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6),1.37219743,103.8465193,103.8465193,560724,ANG MO KIO AVENUE 6,MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6),29469.07739,39356.13973,Blk 724 Ang Mo Kio Ave 6
0,1 JALAN KUKOH HAWKER CENTRE (BLK 1 JALAN KUKOH) SINGAPORE 161001,1,HAWKER CENTRE (BLK 1 JALAN KUKOH),1.288231015,103.8399342,103.8399342,161001,JALAN KUKOH,HAWKER CENTRE (BLK 1 JALAN KUKOH),28736.25908,30071.56085,Blk 1 Jalan Kukoh
0,271 ONAN ROAD DUNMAN FOOD CENTRE SINGAPORE 424768,271,DUNMAN FOOD CENTRE,1.309403498,103.9018502,103.9018502,424768,ONAN ROAD,DUNMAN FOOD CENTRE,35626.92463,32412.808119999998,Dunman Food Centre
0,448 CLEMENTI AVENUE 3 MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3) SINGAPORE 120448,448,MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3),1.313060361,103.7645213,103.7645213,120448,CLEMENTI AVENUE 3,MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3),20343.5166,32817.16635,Blk 448 Clementi Ave 3
0,505 BEACH ROAD GOLDEN MILE FOOD CENTRE SINGAPORE 199583,505,GOLDEN MILE FOOD CENTRE,1.302875539,103.8638833,103.8638833,199583,BEACH ROAD,GOLDEN MILE FOOD CENTRE,31401.571860000004,31690.8964,Golden Mile Food Centre
0,115 BUKIT MERAH VIEW MARKET & HAWKER CENTRE (BLK 115 BUKIT MERAH VIEW) SINGAPORE 151115,115,MARKET & HAWKER CENTRE (BLK 115 BUKIT MERAH VIEW),1.285504832,103.82204940000001,103.82204940000001,151115,BUKIT MERAH VIEW,MARKET & HAWKER CENTRE (BLK 115 BUKIT MERAH VIEW),26745.83802,29770.11537,Blk 115 Bukit Merah View
0,1 KADAYANALLUR STREET MAXWELL FOOD CENTRE SINGAPORE 069184,1,MAXWELL FOOD CENTRE,1.280330244,103.84473349999999,103.84473349999999,069184,KADAYANALLUR STREET,MAXWELL FOOD CENTRE,29270.38932,29197.93628,Maxwell Food Centre
0,120 BUKIT MERAH LANE 1 ALEXANDRA VILLAGE FOOD CENTRE SINGAPORE 150120,120,ALEXANDRA VILLAGE FOOD CENTRE,1.286297808,103.80448929999999,103.80448929999999,150120,BUKIT MERAH LANE 1,ALEXANDRA VILLAGE FOOD CENTRE,24791.54651,29857.813980000003,Alexandra Village Food Centre
0,121 PASIR PANJANG ROAD PASIR PANJANG FOOD CENTRE SINGAPORE 118543,121,PASIR PANJANG FOOD CENTRE,1.275979339,103.7913433,103.7913433,118543,PASIR PANJANG ROAD,PASIR PANJANG FOOD CENTRE,23328.48192,28716.870989999996,Pasir Panjang Food Centre
0,6 JALAN BUKIT MERAH ABC BRICKWORKS MARKET & FOOD CENTRE SINGAPORE 150006,6,ABC BRICKWORKS MARKET & FOOD CENTRE,1.28695275,103.808128,103.808128,150006,JALAN BUKIT MERAH,ABC BRICKWORKS MARKET & FOOD CENTRE,25196.50072,29930.229730000003,ABC Brickworks Market & Food Centre
0,2 ADAM ROAD ADAM ROAD FOOD CENTRE SINGAPORE 289876,2,ADAM ROAD FOOD CENTRE,1.324082714,103.8141821,103.8141821,289876,ADAM ROAD,ADAM ROAD FOOD CENTRE,25870.30184,34035.86443,Adam Road Food Centre
0,320 SHUNFU ROAD MARKET & HAWKER CENTRE (BLK 320 SHUNFU ROAD) SINGAPORE 570320,320,MARKET & HAWKER CENTRE (BLK 320 SHUNFU ROAD),1.352007454,103.8370319,103.8370319,570320,SHUNFU ROAD,MARKET & HAWKER CENTRE (BLK 320 SHUNFU ROAD),28413.246489999998,37123.631330000004,Blk 320 Shunfu Road
0,20 GHIM MOH ROAD MARKET & HAWKER CENTRE (BLK 20 GHIM MOH ROAD) SINGAPORE 270020,20,MARKET & HAWKER CENTRE (BLK 20 GHIM MOH ROAD),1.3109101840000001,103.7882414,103.7882414,270020,GHIM MOH ROAD,MARKET & HAWKER CENTRE (BLK 20 GHIM MOH ROAD),22983.33635,32579.35065,Blk 20 Ghim Moh Road
0,531A UPPER CROSS STREET HONG LIM FOOD CENTRE AND MARKET SINGAPORE 051531,531A,HONG LIM FOOD CENTRE AND MARKET,1.2853237929999999,103.8457767,103.8457767,051531,UPPER CROSS STREET,HONG LIM FOOD CENTRE AND MARKET,29386.489019999997,29750.09767,Hong Lim Market & Food Centre
0,30 SENG POH ROAD TIONG BAHRU MARKET SINGAPORE 168898,30,TIONG BAHRU MARKET,1.285088293,103.8323488,103.8323488,168898,SENG POH ROAD,TIONG BAHRU MARKET,27892.072910000003,29724.053910000002,Tiong Bahru Market
0,409 ANG MO KIO AVENUE 10 MARKET & HAWKER CENTRE (BLK 409 ANG MO KIO AVE 10) SINGAPORE 560409,409,MARKET & HAWKER CENTRE (BLK 409 ANG MO KIO AVE 10),1.36276901,103.85536979999999,103.85536979999999,560409,ANG MO KIO AVENUE 10,MARKET & HAWKER CENTRE (BLK 409 ANG MO KIO AVE 10),30454.041289999997,38313.60016,Blk 409 Ang Mo Kio Ave 10
0,32 NEW MARKET ROAD PEOPLE'S PARK FOOD CENTRE SINGAPORE 050032,32,PEOPLE'S PARK FOOD CENTRE,1.284979431,103.8425677,103.8425677,050032,NEW MARKET ROAD,PEOPLE'S PARK FOOD CENTRE,29029.348089999996,29712.018369999998,People's Park Food Centre
0,270 QUEEN STREET ALBERT CENTRE MARKET & FOOD CENTRE SINGAPORE 180270,270,ALBERT CENTRE MARKET & FOOD CENTRE,1.301001496,103.85421170000001,103.85421170000001,180270,QUEEN STREET,ALBERT CENTRE MARKET & FOOD CENTRE,30325.21052,31483.663439999997,Albert Centre Market & Food Centre
0,89 CIRCUIT ROAD MARKET & HAWKER CENTRE (BLK 89 CIRCUIT ROAD) SINGAPORE 370089,89,MARKET & HAWKER CENTRE (BLK 89 CIRCUIT ROAD),1.323445344,103.8854493,103.8854493,370089,CIRCUIT ROAD,MARKET & HAWKER CENTRE (BLK 89 CIRCUIT ROAD),33801.6281,33965.44,Blk 89 Circuit Road
0,31 COMMONWEALTH CRESCENT COMMONWEALTH CRESCENT MARKET SINGAPORE 149644,31,COMMONWEALTH CRESCENT MARKET,1.306995341,103.80035649999999,103.80035649999999,149644,COMMONWEALTH CRESCENT,COMMONWEALTH CRESCENT MARKET,24331.62153,32146.44642,Commonwealth Crescent Market
0,48A TANGLIN HALT ROAD TANGLIN HALT MARKET SINGAPORE 148813,48A,TANGLIN HALT MARKET,1.300558071,103.7977194,103.7977194,148813,TANGLIN HALT ROAD,TANGLIN HALT MARKET,24038.12903,31434.65007,Tanglin Halt Market
0,117 ALJUNIED AVENUE 2 MARKET & HAWKER CENTRE (BLK 117 ALJUNIED AVE 2) SINGAPORE 380117,117,MARKET & HAWKER CENTRE (BLK 117 ALJUNIED AVE 2),1.3207810770000001,103.8867735,103.8867735,380117,ALJUNIED AVENUE 2,MARKET & HAWKER CENTRE (BLK 117 ALJUNIED AVE 2),33949.008239999996,33670.84205,Blk 117 Aljunied Ave 2
0,79A CIRCUIT ROAD HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD) SINGAPORE 371079,79A,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.325526744,103.8849265,103.8849265,371079,CIRCUIT ROAD,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),33743.4465,34195.58943,Blks 79/79A Circuit Road
1,79 CIRCUIT ROAD HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD) SINGAPORE 370079,79,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.326449969,103.8850436,103.8850436,370079,CIRCUIT ROAD,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),33756.46588,34297.67523,Blks 79/79A Circuit Road
0,38A BEO CRESCENT BEO CRESCENT MARKET SINGAPORE 169982,38A,BEO CRESCENT MARKET,1.288840079,103.82740079999999,103.82740079999999,169982,BEO CRESCENT,BEO CRESCENT MARKET,27341.40331,30138.90781,Beo Crescent Market
0,209 HOUGANG STREET 21 KOVAN HOUGANG MARKET AND FOOD CENTRE SINGAPORE 530209,209,KOVAN HOUGANG MARKET AND FOOD CENTRE,1.3590972669999999,103.8860623,103.8860623,530209,HOUGANG STREET 21,KOVAN HOUGANG MARKET AND FOOD CENTRE,33869.75879,37907.65041,Kovan Market & Food Centre
0,210 LORONG 8 TOA PAYOH BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE SINGAPORE 310210,210,BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE,1.3402160090000002,103.8548726,103.8548726,310210,LORONG 8 TOA PAYOH,BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE,30398.72676,35819.80379,Blk 210 Toa Payoh Lorong 8
0,70 ZION ROAD ZION RIVERSIDE FOOD CENTRE SINGAPORE 247792,70,ZION RIVERSIDE FOOD CENTRE,1.292342232,103.83118929999999,103.83118929999999,247792,ZION ROAD,ZION RIVERSIDE FOOD CENTRE,27763.0299,30526.157089999997,Zion Riverside Food Centre
0,51 UPPER BUKIT TIMAH ROAD BUKIT TIMAH MARKET SINGAPORE 588215,51,BUKIT TIMAH MARKET,1.339609749,103.7760889,103.7760889,588215,UPPER BUKIT TIMAH ROAD,BUKIT TIMAH MARKET,21630.94458,35752.830610000005,Bukit Timah Market
0,505 JURONG WEST STREET 52 MARKET & HAWKER CENTRE (BLK 505 JURONG WEST STREET 52) SINGAPORE 640505,505,MARKET & HAWKER CENTRE (BLK 505 JURONG WEST STREET 52),1.349642302,103.7184475,103.7184475,640505,JURONG WEST STREET 52,MARKET & HAWKER CENTRE (BLK 505 JURONG WEST STREET 52),15216.130659999999,36862.40652,Blk 505 Jurong West Street 52
0,105 YISHUN RING ROAD CHONG PANG MARKET & FOOD CENTRE SINGAPORE 760105,105,CHONG PANG MARKET & FOOD CENTRE,1.431860429,103.8282054,103.8282054,760105,YISHUN RING ROAD,CHONG PANG MARKET & FOOD CENTRE,27430.975619999997,45953.36889,Chong Pang Market & Food Centre
1,104 YISHUN RING ROAD CHONG PANG MARKET & FOOD CENTRE SINGAPORE 760104,104,CHONG PANG MARKET & FOOD CENTRE,1.4315267319999998,103.8284199,103.8284199,760104,YISHUN RING ROAD,CHONG PANG MARKET & FOOD CENTRE,27454.845980000002,45916.47028,Chong Pang Market & Food Centre
0,20 KENSINGTON PARK ROAD CHOMP CHOMP FOOD CENTRE SINGAPORE 557269,20,CHOMP CHOMP FOOD CENTRE,1.364223804,103.8665695,103.8665695,557269,KENSINGTON PARK ROAD,CHOMP CHOMP FOOD CENTRE,31700.430389999998,38474.478189999994,Chomp Chomp Food Centre
0,726 CLEMENTI WEST STREET 2 MARKET & HAWKER CENTRE (BLK 726 CLEMENTI WEST STREET 2) SINGAPORE 120726,726,MARKET & HAWKER CENTRE (BLK 726 CLEMENTI WEST STREET 2),1.303782033,103.7642645,103.7642645,120726,CLEMENTI WEST STREET 2,MARKET & HAWKER CENTRE (BLK 726 CLEMENTI WEST STREET 2),20314.909359999998,31791.2167,Blk 726 Clementi West Street 2
0,590 UPPER THOMSON ROAD SEMBAWANG HILLS FOOD CENTRE SINGAPORE 574419,590,SEMBAWANG HILLS FOOD CENTRE,1.372384979,103.82899420000001,103.82899420000001,574419,UPPER THOMSON ROAD,SEMBAWANG HILLS FOOD CENTRE,27518.750930000002,39376.874319999995,Sembawang Hill Food Centre
0,1 LORONG MAMBONG HOLLAND VILLAGE MARKET & FOOD CENTRE SINGAPORE 277700,1,HOLLAND VILLAGE MARKET & FOOD CENTRE,1.311148964,103.79483379999999,103.79483379999999,277700,LORONG MAMBONG,HOLLAND VILLAGE MARKET & FOOD CENTRE,23717.00806,32605.74152,Holland Village Market & Food Centre
0,51 OLD AIRPORT ROAD PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN BLK 51 (KN) SINGAPORE 390051,51,PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN BLK 51 (KN),1.308109821,103.88573170000001,103.88573170000001,390051,OLD AIRPORT ROAD,PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN BLK 51 (KN),33833.09031,32269.716689999997,Blk 51 Old Airport Road
0,58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058,58,MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD),1.324116104,103.9411538,103.9411538,461058,NEW UPPER CHANGI ROAD,MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD),40000.98828,34039.80917,Blk 58 New Upper Changi Road
0,50A MARINE TERRACE MARKET & HAWKER CENTRE (BLK 50A MARINE TERRACE) SINGAPORE 441050,50A,MARKET & HAWKER CENTRE (BLK 50A MARINE TERRACE),1.3057752040000001,103.915762,103.915762,441050,MARINE TERRACE,MARKET & HAWKER CENTRE (BLK 50A MARINE TERRACE),37175.19472,32011.65621,Blk 50A Marine Terrace
0,665 BUFFALO ROAD TEKKA MARKET SINGAPORE 210665,665,TEKKA MARKET,1.3061770529999999,103.8506113,103.8506113,210665,BUFFALO ROAD,TEKKA MARKET,29924.52153,32055.94687,Tekka Market
0,861 NORTH BRIDGE ROAD NORTH BRIDGE ROAD MARKET AND FOOD CENTRE SINGAPORE 198783,861,NORTH BRIDGE ROAD MARKET AND FOOD CENTRE,1.306140807,103.8640993,103.8640993,198783,NORTH BRIDGE ROAD,NORTH BRIDGE ROAD MARKET AND FOOD CENTRE,31425.607910000002,32051.953339999996,North Bridge Road Market & Food Centre
1,861 NORTH BRIDGE ROAD NORTH BRIDGE ROAD MARKET SINGAPORE 198783,861,NORTH BRIDGE ROAD MARKET,1.305746976,103.86395440000001,103.86395440000001,198783,NORTH BRIDGE ROAD,NORTH BRIDGE ROAD MARKET,31409.487719999997,32008.405280000003,North Bridge Road Market & Food Centre
